News Outlet,Date,Tweet,Compound,Positive Score,Negative Score,Neutral Score,Tweets Ago
@CBS,Sat Sep 08 00:00:00 +0000 2018,The star-studded event is about to begin! Tune in now to watch #StandUpToCancer on CBS and @cbsallaccess. https://t.co/cD8TJuQBog,0.0,0.0,0.0,1.0,72
@CBS,Fri Sep 07 23:15:09 +0000 2018,"RT @cbsallaccess: Join #TellMeAStory's @daniellemcam, @BillyMagnussen &amp; Dorian Missick by standing up to cancer! Watch @SU2C tonight at 8/7…",-0.5411,0.092,0.196,0.712,73
@CBS,Fri Sep 07 21:50:51 +0000 2018,Tune in to a first-of-its-kind digital live show as lead up to @SU2C’s televised event tonight! The show will featu… https://t.co/hIVaLAXYmR,0.0,0.0,0.0,1.0,74
@CBS,Thu Sep 06 22:10:49 +0000 2018,Hollywood legend Burt Reynolds has passed away at the age of 82. He will be missed. https://t.co/HSmcJ9X9iC,-0.296,0.0,0.121,0.879,75
@CBS,Thu Sep 06 19:00:01 +0000 2018,Here are @FBICBS’ @JeremySisto and @EboneeReigne with a powerful message before #StandUpToCancer airs tomorrow! https://t.co/OCqh91N1OO,0.4753,0.192,0.0,0.808,76
@CBS,Wed Sep 05 21:00:00 +0000 2018,Here's everything you need to know before tuning into #StandUpToCancer this Friday at 8/7c: https://t.co/IT9ht84TZ1 https://t.co/OK4AOxw5mP,0.0,0.0,0.0,1.0,77
@CBS,Wed Sep 05 17:32:40 +0000 2018,Survivor host @JeffProbst is here to break down the theme of #Survivor: David vs. Goliath before the new season beg… https://t.co/8TcA200eFQ,0.3612,0.111,0.0,0.889,78
@CBS,Wed Sep 05 16:48:09 +0000 2018,"Thanks, @StephenAtHome. 
P.S. Nice beard. #LSSC https://t.co/wppVtfR9cL",0.6908,0.533,0.0,0.467,79
@CBS,Tue Sep 04 20:34:26 +0000 2018,The biggest names in entertainment are coming together once again for #StandUpToCancer this Friday at 8/7c on @CBS… https://t.co/ntuGKLYvuW,0.4215,0.135,0.0,0.865,80
@CBS,Sat Sep 01 15:25:34 +0000 2018,RT @cbsallaccess: Stream #17 @WestVirginiaU vs. @UTKnoxville LIVE today at 3:30PM ET on CBS All Access! Try 1 month FREE using code BINGENO…,0.6514,0.171,0.0,0.829,81
@CBS,Fri Aug 31 21:26:49 +0000 2018,"In just one week, @RWitherspoon, @McConaughey, Jennifer Garner, and more will attend the #​StandUpToCancer fundrais… https://t.co/iHKGOoWejA",0.0,0.0,0.0,1.0,82
@CBS,Fri Aug 31 18:01:01 +0000 2018,"Believe in miracles. Watch this sneak peek of the complete premiere episode of @GodFriendedMe now, a month before i… https://t.co/5AIUH5VmMk",0.0,0.0,0.0,1.0,83
@CBS,Thu Aug 30 19:45:51 +0000 2018,"RT @cbsallaccess: Money. Murder. Mystery. #OneDollar is now streaming, exclusively on CBS All Access. https://t.co/3qFdTEmVU5 https://t.co/…",-0.6908,0.0,0.239,0.761,84
@CBS,Thu Aug 30 15:32:47 +0000 2018,RT @GodFriendedMe: It's a godsend! We're dropping the #GodFriendedMe pilot tomorrow right here on Twitter for you to stream a full month be…,0.6239,0.17,0.0,0.83,85
@CBS,Mon Aug 27 23:36:57 +0000 2018,"It's almost time for sweater weather, pumpkin spice lattes, and CBS Fall TV premieres. Check out the storylines for… https://t.co/BpgDyYl8fc",0.0,0.0,0.0,1.0,86
@CBS,Fri Aug 24 20:30:16 +0000 2018,RT @cbsallaccess: #NFL preseason coverage is here! 🏈 The Detroit @Lions battle the Tampa Bay @Buccaneers tonight at 8PM ET. Stream the game…,-0.4389,0.0,0.121,0.879,87
@CBS,Wed Aug 22 20:55:25 +0000 2018,"@bigbangtheory 🎶...happy kitty, sleepy kitty, purr purr purr🎶 #TheBigBangTheory https://t.co/sEObppGJlZ",0.0,0.0,0.0,1.0,88
@CBS,Wed Aug 22 20:10:12 +0000 2018,"This is going to require multiple singings of ""Soft Kitty."" https://t.co/UdRGNeQ7Lb",0.0,0.0,0.0,1.0,89
@CBS,Mon Aug 20 21:59:56 +0000 2018,Got to get more of the @PaulMcCartney #CarpoolKaraoke into your life? @latelateshow produced an hour-long bonus spe… https://t.co/DjPqajo6Xn,0.5423,0.171,0.0,0.829,90
@CBS,Fri Aug 17 17:42:02 +0000 2018,"How much does it cost to bury the truth? 
#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/ZL5TBH9ro5",0.3182,0.113,0.0,0.887,91
@CBS,Thu Aug 16 18:40:09 +0000 2018,Things got carried away when @ArianaGrande joined @latelateshow for #CarpoolKaraoke. So did Ariana. #ArianaCarpool https://t.co/WSZcC0TaYz,0.0,0.0,0.0,1.0,92
@CBS,Thu Aug 16 00:09:03 +0000 2018,RT @cbsallaccess: Murder mystery set in a small town? We're in. Rediscover the genius of original #TwinPeaks co-creators @DAVID_LYNCH and @…,-0.5267,0.092,0.188,0.72,93
@CBS,Sun Aug 12 23:30:02 +0000 2018,New start times for @60Minutes 7:20ET/6:20CT @CBSBigBrother 8:20ET/7:20CT @NCISLA 9:20ET/8:20CT @Elementary_CBS 10:… https://t.co/Op9VcDsREa,0.0,0.0,0.0,1.0,94
@CBS,Sun Aug 12 15:04:59 +0000 2018,Clear your schedules for the 100th #PGAChamp! Stream the Final Round LIVE on @cbsallaccess at 2 PM ET across all de… https://t.co/m6bH2pKTUN,0.4389,0.126,0.0,0.874,95
@CBS,Sat Aug 11 18:00:00 +0000 2018,The fortune teller you’ll meet this Saturday lived a life of luxury... by scamming her victims out of hundreds of t… https://t.co/fJo6F2Eo5p,-0.3182,0.0,0.103,0.897,96
@CBS,Sat Aug 11 15:00:02 +0000 2018,The 100th PGA Championship continues today! Stream it LIVE on @cbsallaccess at 2PM ET across all devices. Try 1 Wee… https://t.co/jbMg06eOND,0.4926,0.144,0.0,0.856,97
@CBS,Fri Aug 10 22:28:55 +0000 2018,"To celebrate the 100th PGA Championship, relive some of the tournament's greatest moments with Luke Wilson. 

Don't… https://t.co/wUuB93smr4",0.8957,0.419,0.0,0.581,98
@CBS,Fri Aug 10 19:59:14 +0000 2018,"RT @TrueCrimeCBS: When Glenn Walp and Steve Doran uncovered theft at the Los Alamos National Laboratory, they HAD to blow their whistles. W…",0.0,0.0,0.0,1.0,99
@CBS,Thu Aug 09 21:00:00 +0000 2018,Want to create your own @CBSBigBrother or @TKOCBS meme using one the photos here? It’s your lucky day! Head over to… https://t.co/JHJWykNkQT,0.6696,0.255,0.0,0.745,100
@CNN,Tue Oct 02 02:53:38 +0000 2018,"These satellite images show how entire neighborhoods, and even a bridge, were wiped away in Friday's deadly earthqu… https://t.co/vtAxiOO5wR",0.0,0.0,0.0,1.0,1
@CNN,Tue Oct 02 02:51:05 +0000 2018,How Trump landed his biggest trade win yet https://t.co/QFPlnKFB4v https://t.co/VVGA8zHw2X,0.5859,0.297,0.0,0.703,2
@CNN,Tue Oct 02 02:48:01 +0000 2018,"RT @CNNTonight: “If you lie about the small things, imagine what you are going to do about the big things,” says @DonLemon, on the latest d…",0.0,0.0,0.0,1.0,3
@CNN,Tue Oct 02 02:47:19 +0000 2018,"RT @AC360: More than 3,000 miles from Washington, DC, a village in Alaska - and their Senator, Lisa Murkowski - are heavily invested in the…",0.0,0.0,0.0,1.0,4
@CNN,Tue Oct 02 02:47:11 +0000 2018,"RT @CuomoPrimeTime: “Brett took umbrage and threw his [drink] at the guy.”

Chad Ludington, a former Yale classmate of Brett Kavanaugh, rec…",0.0,0.0,0.0,1.0,5
@CNN,Tue Oct 02 02:46:06 +0000 2018,A hunter in Alaska was hospitalized after the bear he shot rolled on top of him https://t.co/uAx7u8H4HA https://t.co/N11FsRHnW8,0.2023,0.101,0.0,0.899,6
@CNN,Tue Oct 02 02:31:04 +0000 2018,LAX will permit fliers to bring small amounts of legal marijuana through security in their carry-on bags -- but tha… https://t.co/pf6ZnSxPto,0.2382,0.134,0.0,0.866,7
@CNN,Tue Oct 02 02:16:08 +0000 2018,"48% of US voters say the Senate should not vote to confirm Supreme Court nominee Brett Kavanaugh, up from 42% who s… https://t.co/f28YYUlkZ6",0.5574,0.141,0.0,0.859,8
@CNN,Tue Oct 02 02:11:04 +0000 2018,BuzzFeed's defense against a lawsuit outlines how it decided to publish the Russia dossier https://t.co/0l5Z8huR2k https://t.co/lyUiBt4cNf,-0.1027,0.091,0.116,0.793,9
@CNN,Tue Oct 02 02:06:04 +0000 2018,Did Elizabeth Warren just announce her 2020 run? | Analysis by CNN's Chris Cillizza and Lauren Dezenski… https://t.co/LzTmFDN9pl,0.0,0.0,0.0,1.0,10
@CNN,Tue Oct 02 02:01:00 +0000 2018,Nobel Prize in Medicine winner James Allison received a phone call from former VP Joe Biden congratulating him on w… https://t.co/SD3fq2YSHv,0.7964,0.283,0.0,0.717,11
@CNN,Tue Oct 02 01:59:35 +0000 2018,Texas Senate candidate Beto O'Rourke apologized for once writing a critical review of a Broadway musical in his col… https://t.co/cZ0rUcFX6C,0.0,0.112,0.112,0.777,12
@CNN,Tue Oct 02 01:46:00 +0000 2018,"Monday marks the end of an era at Goldman Sachs, with Lloyd Blankfein officially being replaced as CEO by David Sol… https://t.co/QUF0lSvNAX",0.0,0.0,0.0,1.0,13
@CNN,Tue Oct 02 01:41:47 +0000 2018,"""We cannot allow another generation of women and children to grow up knowing their government and those acting in i… https://t.co/DMJjSBWCdr",-0.1695,0.0,0.077,0.923,14
@CNN,Tue Oct 02 01:31:00 +0000 2018,"At 120 years old, the Star Ferry is Hong Kong's oldest form of public transportation -- and the company's green and… https://t.co/IutcmAFm1B",0.0,0.0,0.0,1.0,15
@CNN,Tue Oct 02 01:25:49 +0000 2018,Mark Judge  -- the man who has been named as a witness to the alleged incident between Supreme Court nominee Brett… https://t.co/CFJLXjJrev,0.5574,0.153,0.0,0.847,16
@CNN,Tue Oct 02 01:21:04 +0000 2018,"The Constitution doesn't require a daily White House press briefing, ""but it's hard to see how avoiding them contri… https://t.co/K7PuVgqutT",-0.5719,0.0,0.217,0.783,17
@CNN,Tue Oct 02 01:20:23 +0000 2018,"RT @AC360: ""It's getting really silly here ... this is kind of a desperation attempt ... let's just move forward with the nomination"" - Kav…",-0.4404,0.054,0.128,0.818,18
@CNN,Tue Oct 02 01:16:05 +0000 2018,Supreme Court nominee Brett Kavanaugh's drinking at Yale comes into renewed focus https://t.co/wam5L1qJxl https://t.co/cWUtd0BM0m,0.5574,0.217,0.0,0.783,19
@CNN,Tue Oct 02 01:01:06 +0000 2018,"13,000 migrant children in detention: America's horrifying reality | By Alice Driver via @CNNOpinion… https://t.co/hVHl50Nzh8",-0.7351,0.0,0.341,0.659,20
@CNN,Tue Oct 02 02:53:38 +0000 2018,"These satellite images show how entire neighborhoods, and even a bridge, were wiped away in Friday's deadly earthqu… https://t.co/vtAxiOO5wR",0.0,0.0,0.0,1.0,21
@CNN,Tue Oct 02 02:51:05 +0000 2018,How Trump landed his biggest trade win yet https://t.co/QFPlnKFB4v https://t.co/VVGA8zHw2X,0.5859,0.297,0.0,0.703,22
@CNN,Tue Oct 02 02:48:01 +0000 2018,"RT @CNNTonight: “If you lie about the small things, imagine what you are going to do about the big things,” says @DonLemon, on the latest d…",0.0,0.0,0.0,1.0,23
@CNN,Tue Oct 02 02:47:19 +0000 2018,"RT @AC360: More than 3,000 miles from Washington, DC, a village in Alaska - and their Senator, Lisa Murkowski - are heavily invested in the…",0.0,0.0,0.0,1.0,24
@CNN,Tue Oct 02 02:47:11 +0000 2018,"RT @CuomoPrimeTime: “Brett took umbrage and threw his [drink] at the guy.”

Chad Ludington, a former Yale classmate of Brett Kavanaugh, rec…",0.0,0.0,0.0,1.0,25
@CNN,Tue Oct 02 02:46:06 +0000 2018,A hunter in Alaska was hospitalized after the bear he shot rolled on top of him https://t.co/uAx7u8H4HA https://t.co/N11FsRHnW8,0.2023,0.101,0.0,0.899,26
@CNN,Tue Oct 02 02:31:04 +0000 2018,LAX will permit fliers to bring small amounts of legal marijuana through security in their carry-on bags -- but tha… https://t.co/pf6ZnSxPto,0.2382,0.134,0.0,0.866,27
@CNN,Tue Oct 02 02:16:08 +0000 2018,"48% of US voters say the Senate should not vote to confirm Supreme Court nominee Brett Kavanaugh, up from 42% who s… https://t.co/f28YYUlkZ6",0.5574,0.141,0.0,0.859,28
@CNN,Tue Oct 02 02:11:04 +0000 2018,BuzzFeed's defense against a lawsuit outlines how it decided to publish the Russia dossier https://t.co/0l5Z8huR2k https://t.co/lyUiBt4cNf,-0.1027,0.091,0.116,0.793,29
@CNN,Tue Oct 02 02:06:04 +0000 2018,Did Elizabeth Warren just announce her 2020 run? | Analysis by CNN's Chris Cillizza and Lauren Dezenski… https://t.co/LzTmFDN9pl,0.0,0.0,0.0,1.0,30
@CNN,Tue Oct 02 02:01:00 +0000 2018,Nobel Prize in Medicine winner James Allison received a phone call from former VP Joe Biden congratulating him on w… https://t.co/SD3fq2YSHv,0.7964,0.283,0.0,0.717,31
@CNN,Tue Oct 02 01:59:35 +0000 2018,Texas Senate candidate Beto O'Rourke apologized for once writing a critical review of a Broadway musical in his col… https://t.co/cZ0rUcFX6C,0.0,0.112,0.112,0.777,32
@CNN,Tue Oct 02 01:46:00 +0000 2018,"Monday marks the end of an era at Goldman Sachs, with Lloyd Blankfein officially being replaced as CEO by David Sol… https://t.co/QUF0lSvNAX",0.0,0.0,0.0,1.0,33
@CNN,Tue Oct 02 01:41:47 +0000 2018,"""We cannot allow another generation of women and children to grow up knowing their government and those acting in i… https://t.co/DMJjSBWCdr",-0.1695,0.0,0.077,0.923,34
@CNN,Tue Oct 02 01:31:00 +0000 2018,"At 120 years old, the Star Ferry is Hong Kong's oldest form of public transportation -- and the company's green and… https://t.co/IutcmAFm1B",0.0,0.0,0.0,1.0,35
@CNN,Tue Oct 02 01:25:49 +0000 2018,Mark Judge  -- the man who has been named as a witness to the alleged incident between Supreme Court nominee Brett… https://t.co/CFJLXjJrev,0.5574,0.153,0.0,0.847,36
@CNN,Tue Oct 02 01:21:04 +0000 2018,"The Constitution doesn't require a daily White House press briefing, ""but it's hard to see how avoiding them contri… https://t.co/K7PuVgqutT",-0.5719,0.0,0.217,0.783,37
@CNN,Tue Oct 02 01:20:23 +0000 2018,"RT @AC360: ""It's getting really silly here ... this is kind of a desperation attempt ... let's just move forward with the nomination"" - Kav…",-0.4404,0.054,0.128,0.818,38
@CNN,Tue Oct 02 01:16:05 +0000 2018,Supreme Court nominee Brett Kavanaugh's drinking at Yale comes into renewed focus https://t.co/wam5L1qJxl https://t.co/cWUtd0BM0m,0.5574,0.217,0.0,0.783,39
@CNN,Tue Oct 02 01:01:06 +0000 2018,"13,000 migrant children in detention: America's horrifying reality | By Alice Driver via @CNNOpinion… https://t.co/hVHl50Nzh8",-0.7351,0.0,0.341,0.659,40
@CNN,Tue Oct 02 00:52:03 +0000 2018,"RT @AC360: ""Kavanaugh was often staggering, drunk, belligerent, and aggressive.""
As former friends and classmates from Brett Kavanaugh's pa…",0.1779,0.138,0.107,0.756,41
@CNN,Tue Oct 02 00:51:04 +0000 2018,"""You didn't want to become the face of a movement; you wanted a procedure that would have saved your life."" Emma Wa… https://t.co/GC6RLIbSNq",0.3773,0.122,0.053,0.825,42
@CNN,Tue Oct 02 00:49:32 +0000 2018,RT @OutFrontCNN: How you like them impersonations? #SNL taps Matt Damon for season-opening spoof of Brett Kavanaugh https://t.co/Yvb4ztsQIk…,0.3612,0.128,0.0,0.872,43
@CNN,Tue Oct 02 00:49:07 +0000 2018,"RT @AC360: ""The first kind of instigation we can tell from the police report was Mr. Kavanaugh throwing ice on this person"" - #NYT journali…",0.0,0.0,0.0,1.0,44
@CNN,Tue Oct 02 00:46:03 +0000 2018,"For the second time, a jury has failed to reach a verdict in the case of a Mississippi teenager who was burned to d… https://t.co/rUKLYHOABN",-0.3818,0.108,0.132,0.76,45
@CNN,Tue Oct 02 00:38:20 +0000 2018,Supreme Court nominee Brett Kavanaugh was involved in an altercation at a bar when he was an undergraduate student… https://t.co/7pcgSl8txv,0.5574,0.167,0.0,0.833,46
@CNN,Tue Oct 02 00:35:46 +0000 2018,"RT @OutFrontCNN: ""The arrows continue to point in the same direction, which is that this was a person who conducted himself in an aggressiv…",0.0,0.0,0.0,1.0,47
@CNN,Tue Oct 02 00:31:00 +0000 2018,"A new way of looking at soccer matches has arrived -- through fan energy. Using acoustic camera technology, stadium… https://t.co/1HKEflLgmf",0.5267,0.206,0.0,0.794,48
@CNN,Tue Oct 02 00:22:07 +0000 2018,Women who added 1.5 liters of water a day to their regular intake for 12 months were 50% less likely to get another… https://t.co/byUL1ApEIl,0.0,0.0,0.0,1.0,49
@CNN,Tue Oct 02 00:16:02 +0000 2018,On the day the US and Canada finally reached a trade agreement -- after rancorous months that saw Trump insult the… https://t.co/eKgAJ7Sswt,0.0772,0.178,0.127,0.695,50
@CNN,Tue Oct 02 00:08:04 +0000 2018,"Groundcherries are high in vitamins, protein and fiber, but they're not quite as sweet as other popular fruits such… https://t.co/6rRFawTTy9",0.0441,0.147,0.14,0.713,51
@CNN,Tue Oct 02 00:01:06 +0000 2018,A North Carolina man died after contracting a bacterial infection while doing yard work related to Hurricane Floren… https://t.co/73ZhPXSPUX,-0.5574,0.0,0.184,0.816,52
@CNN,Mon Oct 01 23:51:08 +0000 2018,Questions and criticism have emerged about the FBI investigation into Supreme Court nominee Brett Kavanaugh. Here a… https://t.co/MYjWOhYHCz,0.1779,0.16,0.129,0.711,53
@CNN,Mon Oct 01 23:41:03 +0000 2018,Some apps that use Facebook’s log-in feature still don’t fully know how the hack made public Friday affects their u… https://t.co/5yjWJiG5aU,0.0,0.0,0.0,1.0,54
@CNN,Mon Oct 01 23:37:56 +0000 2018,Land O'Lakes CEO Beth Ford explains why US farmers may need more certainty from the Trump Administration around tra… https://t.co/bOibrKnas6,0.3167,0.108,0.0,0.892,55
@CNN,Mon Oct 01 23:31:08 +0000 2018,Archived videos give a view of Supreme Court nominee Brett Kavanaugh's friend Mark Judge https://t.co/I3626LBAwU https://t.co/KhW7WTD0pF,0.7783,0.343,0.0,0.657,56
@CNN,Mon Oct 01 23:28:02 +0000 2018,"RT @CNNSitRoom: From ""Little Rocket Man"" to ""We Fell in Love"" - how President Trump and Kim Jong Un's relationship has twisted and turned i…",0.6369,0.154,0.0,0.846,57
@CNN,Mon Oct 01 23:21:04 +0000 2018,A father and his young son were identified as among the three victims of a car explosion over the weekend in Pennsy… https://t.co/BHdvNJybuO,-0.3182,0.0,0.103,0.897,58
@CNN,Mon Oct 01 23:16:50 +0000 2018,"RT @CNNSitRoom: ""I think Senator McConnell has handled this issue wrong from the beginning ... it's clear to me that Senator McConnell has…",-0.128,0.097,0.116,0.787,59
@CNN,Mon Oct 01 23:15:17 +0000 2018,"President Trump holds a rally in Johnson City, Tennessee. Follow live updates: https://t.co/3SBGHukIUX

Watch on Fa… https://t.co/tz0uNR74ce",0.0,0.0,0.0,1.0,60
@CNN,Mon Oct 01 23:11:04 +0000 2018,An empty space and an idle microphone: The Supreme Court returns https://t.co/FSsQ2cy8fM https://t.co/yIpL7z1wX2,0.4215,0.22,0.11,0.671,61
@CNN,Mon Oct 01 23:06:01 +0000 2018,"Chad Ludington, who went to Yale with Brett Kavanaugh, said ""there were omissions"" in the Supreme Court nominee's t… https://t.co/YguQcpCJ9T",0.5574,0.159,0.0,0.841,62
@CNN,Mon Oct 01 23:01:06 +0000 2018,American James Allison and Japan's Tasuku Honjo have won the 2018 Nobel Prize in Medicine for a pioneering new appr… https://t.co/uesZ95b5ma,0.7906,0.28,0.0,0.72,63
@CNN,Mon Oct 01 22:56:03 +0000 2018,Microsoft co-founder Paul Allen says his non-Hodgkin's lymphoma has returned https://t.co/jqjGsfkCLX https://t.co/63T4UTDuSU,0.0,0.0,0.0,1.0,64
@CNN,Mon Oct 01 22:51:06 +0000 2018,"""I wouldn't wish it even on my worst enemy."" Immigrant moms write letters from detention, saying that even after be… https://t.co/ujhXKHH1Sx",-0.8342,0.0,0.33,0.67,65
@CNN,Mon Oct 01 22:41:05 +0000 2018,Donald Trump's obsession with renaming things | Analysis by CNN's Z. Byron Wolf https://t.co/R7h8M0H8fu https://t.co/aW6TrguJ30,-0.34,0.0,0.156,0.844,66
@CNN,Mon Oct 01 22:31:07 +0000 2018,"Key GOP senators make clear to White House that they want a ""real investigation"" on Supreme Court nominee Brett Kav… https://t.co/fvsDdTf8Y4",0.7579,0.306,0.0,0.694,67
@CNN,Mon Oct 01 22:25:07 +0000 2018,"Today on Full Circle, we’ll bring you the latest details on the FBI investigation into allegations against Supreme… https://t.co/kqdBrQIL1D",0.0,0.0,0.0,1.0,68
@CNN,Mon Oct 01 22:21:05 +0000 2018,"""I did not oppose Brett Kavanaugh's nomination to the Supreme Court at first, but I do oppose it now. Why? Entirely… https://t.co/CdinFA2kV0",0.3182,0.103,0.0,0.897,69
@CNN,Mon Oct 01 22:11:06 +0000 2018,There was only one White House press briefing in the entire month of September https://t.co/2mgEdAOYHz https://t.co/NcOuX6GqNb,0.0,0.0,0.0,1.0,70
@CNN,Mon Oct 01 22:04:58 +0000 2018,Senate Majority Leader Mitch McConnell said the time for “delay and obstruction” durning the Brett Kavanaugh confor… https://t.co/5266CYbNWz,0.0,0.0,0.0,1.0,71
@CNN,Mon Oct 01 22:01:05 +0000 2018,One of the women who confronted Sen. Jeff Flake about Supreme Court nominee Brett Kavanaugh on Friday told CNN that… https://t.co/FeRyQf8QVA,0.4215,0.148,0.074,0.779,72
@CNN,Mon Oct 01 21:59:24 +0000 2018,"Today on Full Circle, we’ll bring you the latest details on the FBI investigation into allegations against Supreme… https://t.co/A0XfWNggfY",0.0,0.0,0.0,1.0,73
@CNN,Mon Oct 01 21:56:00 +0000 2018,Nobel Prize in Medicine winner James Allison received a phone call from former VP Joe Biden congratulating him on w… https://t.co/20xJDXxBLo,0.7964,0.283,0.0,0.717,74
@CNN,Mon Oct 01 21:51:02 +0000 2018,A bipartisan group of lawmakers are seeking to prevent the Trump administration from arresting undocumented immigra… https://t.co/8RVu1LYvOC,0.0258,0.068,0.0,0.932,75
@CNN,Mon Oct 01 21:46:00 +0000 2018,"Monday marks the end of an era at Goldman Sachs, with Lloyd Blankfein officially being replaced as CEO by David Sol… https://t.co/byPblcfnSb",0.0,0.0,0.0,1.0,76
@CNN,Mon Oct 01 21:41:04 +0000 2018,"Stocks popped after the US, Mexico and Canada agreed to an 11th hour deal to replace NAFTA https://t.co/QMFngUQAQE https://t.co/gWi5dlu7Ue",0.2732,0.104,0.0,0.896,77
@CNN,Mon Oct 01 21:36:00 +0000 2018,"CNN's @richardquest takes a cue from the Village People to explain the new US-Mexico-Canada Agreement, dubbed the U… https://t.co/oUUWyCHB9F",0.4939,0.158,0.0,0.842,78
@CNN,Mon Oct 01 21:31:05 +0000 2018,"In a state of fear, even a popped bottle can set off a panic | By Jemima McEvoy via @CNNOpinion… https://t.co/Du40l5cpI2",-0.7579,0.0,0.302,0.698,79
@CNN,Mon Oct 01 21:22:30 +0000 2018,"At 120 years old, the Star Ferry is Hong Kong's oldest form of public transportation -- and the company's green and… https://t.co/eHH8uZQyUJ",0.0,0.0,0.0,1.0,80
@CNN,Mon Oct 01 21:20:08 +0000 2018,Melania Trump will be going to Africa on her first major solo trip as first lady https://t.co/uIJ989kUPU https://t.co/MBD5F53aVn,0.0,0.0,0.0,1.0,81
@CNN,Mon Oct 01 21:16:32 +0000 2018,RT @TheLeadCNN: Democrat @SenatorLeahy: “There are a lot of people who thought [Kavanaugh’s] testimony… was an act.” https://t.co/7Nr4yRAXG…,0.0,0.0,0.0,1.0,82
@CNN,Mon Oct 01 21:10:09 +0000 2018,Democratic Sen. Bob Menendez is in a surprising dead heat with his Republican challenger in New Jersey's Senate rac… https://t.co/XVdmPnAsX5,-0.4019,0.151,0.18,0.669,83
@CNN,Mon Oct 01 21:00:11 +0000 2018,Former President Obama backs Andrew Gillum and Alexandria Ocasio-Cortez in new endorsement wave… https://t.co/UfkYcpDjbz,0.2732,0.148,0.077,0.774,84
@CNN,Mon Oct 01 20:50:06 +0000 2018,A Georgia high school football player who came out of a game with an injury and then lost consciousness on the side… https://t.co/pE6KTM3ipL,-0.6249,0.0,0.212,0.788,85
@CNN,Mon Oct 01 20:47:31 +0000 2018,Canadian Prime Minister Justin Trudeau says it’s a “good day” after Canada agrees to a new trade deal with the US a… https://t.co/BbAkhYsAHk,0.2023,0.083,0.0,0.917,86
@CNN,Mon Oct 01 20:42:47 +0000 2018,RT @TheLeadCNN: CNN political commentator @MargaretHoover says President Trump’s lack of experience with alcohol may be impairing his judge…,-0.3182,0.0,0.113,0.887,87
@CNN,Mon Oct 01 20:40:08 +0000 2018,General Electric is turning to an outsider to clean up a mess that took decades to create. Can Larry Culp right the… https://t.co/332Qa3urWn,0.3182,0.183,0.095,0.722,88
@CNN,Mon Oct 01 20:30:09 +0000 2018,"The sitting Senators in Nevada and Missouri, two of the most closely watched re-election fights this fall, are runn… https://t.co/A12R45IQAZ",-0.4019,0.0,0.124,0.876,89
@CNN,Mon Oct 01 20:28:24 +0000 2018,"A new way of looking at soccer matches has arrived -- through fan energy. Using acoustic camera technology, stadium… https://t.co/lADxugucCP",0.5267,0.206,0.0,0.794,90
@CNN,Mon Oct 01 20:20:08 +0000 2018,"48% of US voters say the Senate should not vote to confirm Supreme Court nominee Brett Kavanaugh, up from 42% who s… https://t.co/XgMsCF6s48",0.5574,0.141,0.0,0.859,91
@CNN,Mon Oct 01 20:16:34 +0000 2018,"William Dudley, former president of the Federal Reserve Bank of New York, calls Trump’s trade policy a “wild card”… https://t.co/t9hvOmNO1w",0.0,0.0,0.0,1.0,92
@CNN,Mon Oct 01 20:14:39 +0000 2018,"RT @CNNMoney: Dow pops 193 points, or 0.7%, on NAFTA deal. Nasdaq falls slightly. Tesla spikes 17% after Elon Musk reaches SEC settlement.…",0.0516,0.052,0.0,0.948,93
@CNN,Mon Oct 01 20:10:06 +0000 2018,Donald Trump just veered WAY off message on Brett Kavanaugh's drinking | Analysis by @CillizzaCNN… https://t.co/bCMMicowGM,0.0,0.0,0.0,1.0,94
@CNN,Mon Oct 01 20:00:17 +0000 2018,Stormy Daniels' book will transform how you see her | By Anushay Hossain via @CNNOpinion https://t.co/vzjCaiaSus,0.0,0.0,0.0,1.0,95
@CNN,Mon Oct 01 19:50:03 +0000 2018,Former FBI Director James Comey has rejected an invitation from congressional Republicans to be interviewed behind… https://t.co/LK8AHbuGCk,-0.5106,0.0,0.171,0.829,96
@CNN,Mon Oct 01 19:41:40 +0000 2018,RT @CNNPolitics: “Today it's my privilege to award the Congressional Medal of Honor to an Army special forces medic who now serves in the U…,0.9325,0.429,0.0,0.571,97
@CNN,Mon Oct 01 19:40:04 +0000 2018,"President Trump says it is ""too early"" for trade talks with China to restart https://t.co/OQx5nhywYL https://t.co/26c4OhAWIW",0.0,0.0,0.0,1.0,98
@CNN,Mon Oct 01 19:33:02 +0000 2018,President Trump presents the Medal of Honor to former Army medic Ronald Shurer. https://t.co/UYpqI3esEb https://t.co/X9joRWFDXA,0.743,0.326,0.0,0.674,99
@CNN,Mon Oct 01 19:30:05 +0000 2018,"One year after the Las Vegas massacre, President Trump suggested that bump-fire stocks would be banned ""over the ne… https://t.co/15O2HGUEEo",-0.4588,0.0,0.136,0.864,100
@FoxNews,Tue Oct 02 02:55:00 +0000 2018,".@LindseyGrahamSC: If Kavanaugh vote fails, Trump should re-nominate him before midterms, ‘appeal the case to the A… https://t.co/Ujy1EY6Z7q",-0.4215,0.0,0.141,0.859,1
@FoxNews,Tue Oct 02 02:50:00 +0000 2018,"Trump, pressed on Kavanaugh, tries to turn tables on ‘holier than thou’ Dems. https://t.co/AltXcxUPhm",0.0,0.0,0.0,1.0,2
